event,type,red1,red2,red3,redFinal,redFoul,redAuto,redTeleop,blue1,blue2,blue3,blueFinal,blueFoul,blueAuto,blueTeleop
ILCH,Q,2905,71,1850,53,3,0,10,2725,2432,2151,0,0,0,0
ARFA,Q,4745,4848,4843,12,0,0,12,1730,456,4037,76,6,38,12
MELE,Q,1153,348,1071,88,0,48,30,63,4555,1073,16,0,6,0
INTH,Q,4213,447,1501,167,6,105,36,1094,3266,2202,100,0,56,24
NYLI,Q,1607,1468,329,70,0,36,24,2638,2872,871,77,20,23,24
ILCH,Q,2010,2781,1675,20,0,0,0,3110,3135,3067,48,6,20,12
MELE,Q,3451,1058,69,46,3,3,20,3467,181,125,145,3,68,54
ARFA,Q,4463,4532,4090,10,0,10,0,1764,3507,3942,28,6,6,6
INTH,Q,3138,4330,3494,27,3,0,24,931,1741,868,207,46,55,36
ILCH,Q,2709,3940,101,19,9,0,10,4676,2115,4702,31,20,1,0
NYLI,Q,884,1796,263,75,0,27,18,2875,527,353,79,3,26,30
MELE,Q,172,3930,78,82,0,50,12,2648,1922,4564,105,0,51,24
ARFA,Q,2723,4553,1421,67,3,20,4,4477,4490,1927,49,0,21,18
INTH,Q,1024,4058,4690,25,0,15,0,2909,2171,2360,12,0,2,0
ILCH,Q,3061,3177,4302,85,6,51,18,4324,4081,677,10,0,0,0
NYLI,Q,1537,2869,870,28,0,16,12,1803,3137,1808,26,0,4,12
MELE,Q,1073,348,2386,40,0,12,18,3597,1071,1831,64,0,26,18
ARFA,Q,4849,3784,16,50,0,18,12,1912,3593,2080,67,3,20,24
INTH,Q,3186,3201,1018,46,0,14,12,48,2481,4781,90,3,39,18
ILCH,Q,1781,1625,2338,111,26,51,24,4551,4787,2512,24,0,6,18
NYLI,Q,1751,1546,1601,22,0,8,4,271,514,810,32,0,12,0
INTH,Q,1529,3844,4272,12,0,12,0,1208,4028,3492,140,3,69,48
ARFA,Q,4535,3847,1939,64,0,26,18,2164,3284,3160,83,3,2,48
MELE,Q,4793,4555,4041,20,0,10,0,3566,4546,3525,43,3,4,16
ILCH,Q,4292,2022,648,54,0,16,18,2039,4645,2136,9,6,3,0
NYLI,Q,3624,601,1468,80,6,6,18,358,2161,533,58,0,20,18
MELE,Q,319,4042,125,82,0,48,24,1153,63,3609,85,0,57,18
INTH,Q,337,3947,1706,71,0,39,12,1720,4256,4103,69,0,15,24
NYLI,Q,871,545,527,73,3,22,28,1230,496,369,69,0,25,24
MELE,Q,176,4473,2200,79,0,27,22,4055,716,58,61,0,27,24
INTH,Q,4329,2171,2202,82,0,28,24,234,1741,4211,117,0,61,36
NYLI,Q,4567,1607,2638,28,0,8,20,3171,2347,2487,27,0,3,4
MELE,Q,1831,157,69,57,0,11,36,3597,3585,133,28,0,0,18
INTH,Q,279,4781,930,57,3,16,18,2360,1094,447,59,0,15,24
NYLI,Q,2869,3950,4006,20,20,0,0,352,329,28,82,9,33,30
INTH,Q,4272,1018,2481,98,0,28,30,4058,1501,4008,34,0,16,18
MELE,Q,4042,3609,3467,84,3,29,12,319,4555,3930,54,3,13,18
NYLI,Q,263,2872,1156,30,0,0,0,4458,1554,4856,15,0,3,12
INTH,Q,2081,4330,931,55,6,5,24,1529,1024,3947,58,0,36,12
MIBED,P,904,1023,2337,90,0,42,48,2959,217,33,112,0,74,38
MELE,Q,1058,181,716,75,3,38,24,1071,63,172,71,0,29,22
INTH,Q,1208,3494,1706,95,3,54,18,1646,3559,3266,79,3,30,36
NYLI,Q,564,2875,870,20,0,2,18,353,3460,2027,52,0,12,0
MELE,Q,2648,4473,133,136,0,68,48,4041,3525,157,71,0,21,30
MIBED,P,904,226,85,85,0,21,64,308,815,3547,51,0,15,36
INTH,Q,292,4103,868,118,0,62,36,4213,3844,48,67,3,36,18
NYLI,Q,1808,1796,569,74,0,36,18,3137,884,1203,56,0,10,6
MELE,Q,4546,4055,4564,51,3,20,18,1922,348,69,82,0,26,36
MIBED,P,226,469,573,142,0,78,64,247,815,33,113,0,45,68
INTH,Q,1288,4256,4690,98,3,37,18,1038,4028,3201,61,0,35,16
MELE,Q,3585,3451,4793,13,3,0,0,78,1073,2200,77,3,26,28
MIBED,P,226,573,247,54,0,26,28,815,66,33,74,0,38,36
INTH,Q,3138,3186,1756,46,0,0,36,2909,4143,3492,18,3,15,0
MELE,Q,125,58,1153,151,3,80,48,2386,3566,176,53,0,35,18
MIBED,P,226,573,1684,114,0,50,64,815,3357,3547,30,0,6,24
MIBED,P,3770,573,1684,97,0,63,34,1701,3357,3547,21,0,3,18
MIBED,P,2959,217,308,82,0,42,40,85,3357,4398,69,0,27,42
MIBED,P,3302,2246,2959,64,0,30,34,85,3357,469,129,0,51,78
MIBED,P,3770,1684,469,101,0,51,50,66,1023,4395,36,0,24,12
MIBED,P,3770,910,469,122,0,66,56,4381,1023,3707,36,0,12,24
HIHO,P,2896,3880,4831,30,3,17,0,3881,1622,3882,41,6,7,18
HIHO,P,359,2443,3132,140,3,75,42,2504,4537,4218,10,0,0,0
HIHO,P,359,2443,4831,114,0,56,38,2437,1378,1622,23,0,5,18
HIHO,P,3132,359,4158,134,3,105,26,2348,2438,2437,10,0,0,0
HIHO,P,3880,2443,2441,59,6,19,14,1622,2437,2348,31,0,3,18
HIHO,P,4831,4529,3685,42,0,30,12,2439,3878,4253,3,0,3,0
HIHO,P,4774,359,2441,68,3,29,26,1378,2437,2445,10,0,0,0
MIBED,P,217,1684,2959,93,0,59,34,503,1023,33,130,0,74,56
HIHO,P,3685,359,2853,90,0,62,18,2439,1622,2453,12,12,0,0
MIBED,P,217,308,2959,114,0,80,34,503,247,33,44,0,0,44
MIBED,P,217,308,503,76,0,42,34,302,3707,33,107,0,41,66
HIHO,P,2896,3132,4529,33,0,21,12,2443,2445,2439,54,6,18,30
MIBED,P,240,308,85,42,0,14,28,4398,1250,3707,24,0,0,24
HIHO,P,2896,4537,1622,37,3,12,12,2439,1378,3880,44,3,41,0
MIBED,P,247,1023,503,48,0,16,32,326,1250,3707,50,0,10,40
HIHO,P,3685,359,2348,60,3,29,18,3882,2437,2439,44,0,18,6
MIBED,P,1684,3547,1023,32,0,8,24,904,217,33,46,0,16,30
MIBED,P,1684,302,308,26,0,6,20,240,3175,503,60,0,26,34
HIHO,P,3132,359,2437,88,3,45,30,3882,2444,4158,21,3,0,18
MIBED,P,1684,503,3547,23,0,3,20,2959,3175,4776,70,0,52,18
HIHO,P,1622,359,2438,109,0,61,18,2090,2441,2439,52,0,40,12
NVLV,P,3309,330,1165,47,3,16,18,2984,1631,3245,74,3,45,6
MIBED,P,302,503,3547,78,0,26,52,2959,3707,4776,109,0,51,58
NVLV,P,3019,3965,4276,66,6,10,30,2339,987,3245,129,3,78,18
HIHO,P,3881,3685,2437,0,0,0,0,4158,3882,2439,21,3,6,12
MIBED,P,302,326,226,89,0,45,44,2959,3707,4398,92,0,52,40
NVLV,P,330,4183,1780,64,0,48,6,1280,4800,3011,4,0,0,4
MIBED,P,3547,326,226,71,0,47,24,85,3707,4398,36,0,8,28
HIHO,P,4830,1622,2896,27,0,17,0,2439,4774,2348,39,0,17,12
NVLV,P,987,2520,3019,83,0,33,30,2034,2339,4735,29,3,2,4
MIBED,P,3547,3175,226,56,0,20,36,85,4811,469,46,0,12,34
NVLV,P,4183,3965,3473,63,0,39,24,3187,4276,988,89,43,6,30
MIBED,P,3175,302,2959,67,0,27,40,85,503,815,65,0,39,26
HIHO,P,2896,2444,4374,16,9,7,0,2439,3882,3132,40,0,12,18
NVLV,P,987,1717,1631,92,0,72,20,3288,330,2403,37,0,11,16
CASJ,P,670,581,841,51,0,29,12,4186,604,3022,20,0,2,8
MIBED,P,308,904,2959,89,0,49,40,3547,3175,815,26,0,0,26
NVLV,P,4183,3245,1717,94,0,60,24,2984,3187,2429,82,0,6,36
HIHO,P,4270,1378,2465,0,0,0,0,3008,4158,4831,3,0,3,0
CASJ,P,115,2915,4159,14,0,0,14,3598,4171,2144,62,0,18,14
MIBED,P,308,910,2959,99,0,59,40,503,469,815,107,0,69,38
HIHO,P,4253,2445,2437,6,0,0,6,2439,2504,4529,55,20,25,0
CASJ,P,2367,3022,3995,10,0,8,2,973,1351,2489,77,0,39,8
WACH,P,2522,2147,4125,24,0,14,0,2411,2733,4030,46,0,24,12
MIBED,P,308,503,2959,50,0,16,34,1250,302,815,17,0,3,14
NVLV,P,3009,4276,2403,91,0,27,24,4366,60,2339,59,0,27,12
WACH,P,1695,3243,1595,28,0,18,0,3131,2990,2471,19,0,19,0
HIHO,P,4830,3685,2443,62,32,6,24,2439,3132,3880,43,0,21,12
MIBED,P,308,3707,469,35,0,3,32,904,302,326,75,0,43,32
NVLV,P,2375,2034,987,103,0,65,18,4800,585,597,10,0,10,0
CASJ,P,4255,3995,581,6,0,4,2,100,675,2915,10,0,2,8
NVLV,P,4183,25,2984,95,0,41,24,3011,1717,3366,64,0,40,24
WACH,P,1695,3681,3145,25,0,15,0,1696,2522,3663,97,6,63,18
CASJ,P,1868,973,649,90,0,48,32,8,254,233,83,0,23,20
HIHO,P,2444,2477,2445,6,0,2,4,2439,2441,3880,0,0,0,0
NVLV,P,2339,3019,2403,62,0,16,16,2429,1717,3366,74,0,30,24
CASJ,P,2135,2813,1072,3,3,0,0,692,256,846,47,0,5,22
WACH,P,2471,3243,4030,44,0,14,10,2374,2907,3663,90,0,20,30
CASJ,P,4765,1662,118,73,0,47,26,4543,840,971,67,0,33,14
MIBED,P,308,573,469,60,0,24,36,4390,3357,326,14,0,0,14
NVLV,P,2844,2984,4782,44,0,6,18,988,3965,330,50,0,12,8
WACH,P,2122,2522,2471,25,0,15,0,4520,2130,2907,105,0,57,38
MIBED,P,2959,573,469,91,0,51,40,1023,2246,326,20,0,0,20
NVLV,P,1631,4183,2034,33,0,33,0,987,4735,3309,74,0,44,30
CASJ,P,233,2035,751,48,0,6,22,668,1662,649,99,0,51,38
ILCH,P,3135,2905,1781,27,0,5,12,3488,3936,2709,25,0,9,6
WACH,P,2990,2147,4030,50,3,3,34,2660,3968,1595,26,6,8,12
MIBED,P,4811,573,3770,43,0,27,16,4381,1701,326,50,0,24,26
CODE,P,2972,3648,1011,16,0,4,12,2240,2036,1245,36,0,4,12
CASJ,P,766,118,254,99,0,57,32,670,4159,2473,35,0,25,10
ILCH,P,2338,2704,4645,34,0,22,12,3197,2039,111,43,0,27,6
MIBED,P,4395,573,302,28,0,12,16,308,3302,326,70,0,44,26
NVLV,P,1280,3288,60,16,0,6,0,3245,330,3965,74,0,24,30
CODE,P,3807,2996,4499,31,3,0,18,1584,4723,3200,37,0,3,24
CASJ,P,1967,3482,2643,45,0,21,14,8,852,3933,32,0,2,20
WACH,P,2990,2122,3243,79,0,39,30,1595,2907,2374,90,0,38,12
MIBED,P,1684,573,3175,42,0,20,22,910,240,326,64,0,32,32
ILCH,P,4096,3110,4241,30,0,2,8,71,1850,3390,41,3,12,6
CASJ,P,973,114,2854,38,0,30,8,971,1868,1351,78,0,32,26
NVLV,P,4276,2844,2403,42,0,18,24,3120,3009,3187,22,0,6,6
ABCA,P,1482,1772,1334,110,0,54,36,1305,3278,4334,88,0,56,12
WACH,P,1595,2907,3681,69,0,41,18,1696,2130,3801,42,0,24,18
MIBED,P,904,573,33,19,0,3,16,469,302,326,83,0,69,14
CODE,P,3648,701,3643,58,3,27,18,2945,4386,2972,30,20,0,0
CASJ,P,4159,840,692,35,0,11,14,649,1662,100,103,0,59,14
ILCH,P,3135,3936,2151,22,0,4,8,1091,648,2905,38,0,22,16
WACH,P,2990,3243,2733,49,0,15,24,2411,3693,4104,1,0,1,0
NVLV,P,2984,25,4276,70,3,9,28,3245,585,1165,62,0,30,12
MIBED,P,469,33,217,16,0,0,16,470,302,326,72,0,56,16
ABCA,P,4606,4634,1334,100,0,58,12,4334,1691,244,60,0,32,18
CASJ,P,3598,256,1388,48,3,25,20,766,2643,3256,56,3,21,12
WACH,P,3681,2374,1899,95,0,39,6,2130,3145,1695,31,0,21,0
ILCH,P,2010,4676,3940,12,0,2,0,2338,677,3061,106,0,66,30
CODE,P,1977,4550,1410,48,3,21,24,2996,1619,2259,86,6,20,30
ABCA,P,3354,1482,288,19,0,9,0,216,4633,1305,43,0,9,24
ILCH,P,71,1625,4551,63,0,15,18,3695,2512,3067,93,0,55,28
WACH,P,3789,3801,3968,0,0,0,0,2411,3145,2944,31,0,1,0
CODE,P,159,1332,1245,30,0,8,12,3703,1799,3884,7,3,0,4
NVLV,P,2339,2429,4366,40,6,0,4,987,3965,3009,69,0,41,28
ABCA,P,4625,1334,4497,54,0,36,18,4334,1772,1305,108,3,45,30
WACH,P,2926,4131,2122,3,3,0,0,1983,2130,2374,121,0,57,24
HIHO,P,3882,2896,359,85,0,41,34,2439,4218,4270,2,0,2,0
CASJ,P,148,2144,2761,33,0,23,0,118,604,1662,155,0,99,36
ILCH,P,4292,2451,4676,95,0,41,34,1675,2039,648,42,0,8,24
CODE,P,4550,3729,1410,31,0,21,0,701,3648,2275,24,0,12,12
ABCA,P,4001,4205,1482,83,3,36,24,4604,4497,1772,55,0,27,18
CASJ,P,971,4159,256,82,3,51,28,3501,973,192,36,0,18,18
WACH,P,3243,2990,4513,46,3,9,24,3131,3513,2907,58,0,38,0
HIHO,P,3132,359,2439,25,0,21,4,2465,4529,2443,33,0,15,18
ILCH,P,3940,111,2781,69,0,15,24,2338,3352,2905,26,0,8,18
CODE,P,1332,1303,1619,86,0,50,6,2972,1584,2261,22,0,12,0
ARFA,P,3942,2461,3284,71,6,29,26,2080,4490,3847,48,0,24,4
ABCA,P,1334,4205,771,86,3,29,24,1691,4334,1772,101,0,63,18
WACH,P,2944,2907,4520,36,3,23,10,2130,2660,3145,60,0,30,10
HIHO,P,4374,359,2455,39,0,11,18,2437,1378,2853,0,0,0,0
ILCH,P,3936,3646,2194,37,0,3,14,3067,4302,2358,36,0,4,12
CASJ,P,114,118,3933,26,0,26,0,2813,692,295,22,6,0,16
CODE,P,1977,3807,4388,28,0,18,0,4723,3013,3884,9,9,0,0
ABCA,P,4001,4205,3527,46,0,18,18,4604,4625,1772,37,3,6,18
HIHO,P,4253,359,3800,94,0,66,18,4158,1622,3878,0,0,0,0
ILCH,P,2010,1781,2512,49,0,27,12,3110,1675,648,32,0,14,18
ARFA,P,4553,3528,3612,40,0,14,6,1912,1810,2164,42,0,14,18
WACH,P,3131,3831,2990,15,0,3,12,2907,4742,3315,34,0,2,22
CASJ,P,233,2643,2085,28,0,18,0,2489,751,192,8,0,0,8
NVLV,P,2429,4183,3187,70,6,34,20,60,2034,3965,22,0,12,10
CODE,P,2240,1011,4388,22,0,22,0,4593,2259,1157,6,0,0,6
ARFA,P,1477,1723,1927,129,0,45,54,3784,1939,2080,105,0,57,28
ABCA,P,4001,4631,4205,39,0,21,8,4627,4334,1334,84,0,36,18
WACH,P,2990,2926,1696,6,0,0,6,2522,2130,3145,116,0,62,24
HIHO,P,359,2453,2504,23,0,5,18,4830,3008,2090,0,0,0,0
ILCH,P,71,4302,2451,56,0,30,6,1781,4676,1091,30,0,18,12
CASJ,P,766,1662,115,138,0,72,36,971,2367,2035,93,0,59,14
ARFA,P,2461,2410,3612,2,0,2,0,1421,3937,4535,92,0,42,10
WACH,P,3663,3693,3681,7,0,5,2,4131,3243,2122,0,0,0,0
ABCA,P,4001,1870,4205,53,0,9,24,3278,3354,1334,59,0,35,24
CASJ,P,114,3022,2761,0,0,0,0,148,1072,1388,41,0,3,8
HIHO,P,359,2348,3721,86,20,54,12,2439,2455,2445,42,0,30,12
CODE,P,1332,2996,1410,70,0,36,24,1789,1339,701,21,0,9,12
ARFA,P,1912,2410,3284,93,3,30,30,456,1764,16,99,3,50,36
CASJ,P,766,2643,8,47,3,12,12,649,846,3501,21,0,3,8
WACH,P,1983,1595,2471,5,0,3,2,2522,2130,3145,92,3,49,30
ABCA,P,4001,771,4591,58,0,36,12,4634,3354,4751,6,0,0,6
CODE,P,1339,662,1303,34,0,12,12,4550,4499,1619,40,0,10,0
CASJ,P,1662,118,1351,60,0,36,24,3501,670,971,116,3,45,48
ARFA,P,4487,1421,1927,125,0,75,10,1939,1730,1723,69,0,23,6
WACH,P,4030,3681,2374,38,20,4,4,3789,4520,2907,80,0,50,20
HIHO,P,4831,4529,4374,0,0,0,0,4218,2439,2438,9,0,9,0
ILCH,P,3061,4096,4292,18,0,4,4,4551,2451,3695,0,0,0,0
CASJ,P,1662,4255,2473,91,0,69,12,115,3598,2813,54,0,26,8
ABCA,P,4001,4733,1334,85,0,57,18,1305,771,1772,67,0,27,30
CODE,P,3013,4072,1619,50,0,20,0,3403,1245,1584,28,0,8,0
WACH,P,3145,3681,1983,114,3,57,4,1595,2522,2907,84,0,38,36
HIHO,P,2853,3008,2443,3,3,0,0,4253,4774,2439,29,0,23,6
CASJ,P,118,2813,1868,27,0,27,0,840,1388,2813,65,0,27,28
ARFA,P,1477,1421,4553,89,0,35,14,3937,16,4843,60,0,36,24
ABCA,P,4001,4205,1482,95,0,45,30,4334,4606,1772,71,0,65,6
WACH,P,4104,4125,4513,2,0,2,0,4371,3789,4061,31,0,21,0
CASJ,P,971,2367,675,75,0,57,18,840,295,2085,21,0,9,2
CODE,P,2996,1303,2275,69,0,47,12,3807,1245,4723,18,0,0,8
ARFA,P,3284,4532,2410,62,0,24,18,3160,3528,2164,64,0,18,36
INTH,P,1208,1094,2481,130,3,65,12,279,1018,4143,57,0,27,0
HIHO,P,2090,2465,1622,0,0,0,0,1378,2444,2439,8,0,8,0
ILCH,P,2709,71,4676,79,20,1,18,2022,1781,3067,52,0,16,36
CASJ,P,118,2035,852,42,3,15,24,1388,1662,3501,18,0,6,2
CODE,P,3884,1583,1339,43,9,12,12,2036,701,159,41,9,14,18
ABCA,P,1334,4205,4751,90,0,24,26,771,4604,1305,0,0,0,0
INTH,P,3201,1741,1756,100,3,45,42,4103,1720,447,37,0,9,18
ILCH,P,2194,2512,2451,83,0,45,18,2151,3936,4241,9,0,9,0
NYLI,P,1601,3460,369,49,0,27,12,3171,1808,514,57,0,31,6
WACH,P,3145,4125,1983,33,0,21,12,3663,2522,2990,6,0,0,6
CASJ,P,3256,766,846,49,0,21,18,649,971,115,42,0,18,14
HIHO,P,4158,2504,3685,529,523,0,6,3882,3878,2439,487,483,0,4
ARFA,P,2461,1912,1939,77,0,51,16,3612,1477,3160,104,0,30,54
MELE,P,3609,4555,319,37,3,22,12,181,2386,4546,50,0,16,24
ABCA,P,771,4771,4627,13,3,0,0,244,4334,1772,88,0,42,36
ILCH,P,3646,2039,101,10,0,0,0,2781,2905,1675,0,0,0,0
NYLI,P,1607,3624,564,20,0,0,0,4006,2638,569,47,0,21,6
HIHO,P,359,2441,2437,365,359,0,6,2896,2453,4270,952,948,0,4
CASJ,P,2144,1388,3022,73,0,21,12,1662,148,3995,96,0,48,18
CODE,P,3200,1619,3403,66,0,20,6,1245,3703,4293,34,3,13,8
INTH,P,48,292,868,174,9,93,42,4028,1288,4213,68,0,30,18
ARFA,P,1764,4490,1939,19,0,9,0,4487,1723,1730,30,3,11,6
MELE,P,4055,1058,716,18,0,12,6,4041,3467,63,64,0,40,4
ILCH,P,3390,2451,3067,54,0,48,6,111,3488,648,19,0,3,6
ABCA,P,1870,4334,1334,48,0,36,12,771,4720,1772,10,0,10,0
NYLI,P,1546,545,3171,34,0,0,4,1468,263,3137,32,0,4,18
CODE,P,2169,1339,1977,119,3,54,42,3648,4593,701,41,0,23,18
ARFA,P,1421,3937,2080,81,0,31,10,3784,3528,3612,74,0,18,36
MELE,P,63,176,1922,48,0,26,12,3566,125,2648,77,0,27,30
INTH,P,234,3494,4781,53,3,22,18,3492,930,4330,47,3,14,10
ILCH,P,1850,2905,677,0,0,0,0,3352,3940,3390,0,0,0,0
NYLI,P,527,496,870,14,0,2,12,1796,2347,601,35,0,7,18
ABCA,P,1305,4751,1482,16,0,0,6,4334,4497,4625,52,0,28,24
ILCH,P,3135,4292,2338,72,0,40,12,3352,3940,4081,0,0,0,0
ARFA,P,1764,3160,2080,54,20,0,24,4553,2461,3528,58,0,24,24
NYLI,P,569,28,3950,28,0,18,0,1468,2875,3460,58,20,8,0
INTH,P,1038,3492,1024,88,20,30,8,234,2909,337,60,0,34,16
MELE,P,133,58,172,93,0,41,42,4473,3525,1073,60,0,38,12
CODE,P,3807,1619,4386,50,0,20,0,3403,4499,1157,5,3,2,0
ILCH,P,2725,4241,2432,33,23,0,0,2115,2704,3061,29,0,11,18
ABCA,P,771,4001,1305,50,0,38,12,1334,3354,4733,60,0,30,30
ARFA,P,456,3507,2461,80,0,58,12,3528,2164,4090,82,0,42,30
INTH,P,292,4329,4143,68,23,3,12,2202,1501,3947,147,3,84,30
NYLI,P,533,2487,1601,19,0,5,4,4458,527,3137,59,0,33,6
MELE,P,3467,4564,1153,104,0,38,36,181,319,3930,78,0,30,48
ILCH,P,2451,1625,2358,22,0,12,0,2039,1781,2769,55,0,17,18
CODE,P,1339,1332,1303,50,0,28,12,4550,2240,1011,26,0,8,18
ARFA,P,4037,3160,1421,122,60,10,22,4553,1912,1477,142,0,68,54
NYLI,P,870,1230,1203,35,0,9,6,2161,1751,884,44,20,0,4
INTH,P,1208,930,2909,53,0,15,18,3844,4008,1094,30,3,17,0
ILCH,P,2451,4702,2512,18,0,0,18,101,648,71,0,0,0,0
ABCA,P,771,4001,3354,33,23,0,0,4334,4205,216,46,0,2,24
CODE,P,2996,2036,3703,78,0,50,18,1584,4388,1789,3,3,0,0
ILCH,P,4292,1091,3067,52,0,16,6,4096,3646,2010,7,0,7,0
ARFA,P,2461,1421,2080,77,0,33,4,3507,1477,1939,146,0,72,54
MELE,P,3525,58,1831,110,20,44,36,1153,4555,78,50,0,32,18
INTH,P,279,2481,3138,103,3,38,12,4211,4256,2081,43,3,30,0
ABCA,P,771,1305,3527,19,6,13,0,4720,4606,4591,4,0,0,4
NYLI,P,2638,369,4856,80,0,42,18,514,601,1803,18,0,8,0
CODE,P,4723,3648,1361,0,0,0,0,1011,4387,662,16,0,6,0
INTH,P,3559,1756,1018,93,0,33,30,279,1501,4211,64,0,34,10
ILCH,P,2338,71,2194,76,0,24,12,111,1675,3936,0,0,0,0
CODE,P,159,4068,3643,0,0,0,0,701,1977,1303,38,0,10,18
ABCA,P,1870,288,4627,40,40,0,0,1691,1334,3278,90,0,36,24
MELE,P,4546,716,1071,68,0,26,22,125,2200,348,96,6,32,38
ARFA,P,1927,2080,1939,95,0,41,34,3528,3507,3160,70,0,24,36
NVLV,P,3019,2429,2339,22,0,0,12,3245,988,4366,15,0,5,0
NYLI,P,2872,4567,564,15,3,0,12,4458,353,810,15,0,5,0
ILCH,P,2905,1781,3488,28,0,6,12,2704,4081,4676,5,3,2,0
INTH,P,2202,3201,4329,54,0,34,0,1706,868,234,99,3,42,34
ARFA,P,1421,3784,456,107,0,47,40,1730,1939,3612,78,3,43,12
MELE,P,4055,69,3609,95,0,61,24,172,3467,176,34,0,22,12
WACH,P,3693,2907,1595,0,0,0,0,1983,2122,2147,9,0,3,6
NYLI,P,2027,3171,871,35,0,5,10,569,2487,1796,75,0,47,18
NVLV,P,3019,2429,3187,30,0,0,0,3245,4146,4366,11,0,5,6
INTH,P,2202,3138,930,108,0,48,30,1094,931,4028,14,0,0,4
WACH,P,3243,2471,1695,0,0,0,0,4030,2733,3968,0,0,0,0
ILCH,P,3067,2022,2039,21,0,9,12,1675,677,2136,3,0,3,0
WACH,P,4082,1899,2374,0,0,0,0,2944,4742,4513,0,0,0,0
ARFA,P,1927,4535,3937,40,0,12,18,3160,1912,4553,93,0,33,30
MELE,P,2648,2200,1831,66,0,24,32,181,3930,58,77,0,39,28
NYLI,P,1601,2638,545,38,20,2,6,1546,527,4458,110,20,18,32
INTH,P,2481,1208,1038,82,0,20,12,2909,292,3947,83,0,47,26
WACH,P,2122,2990,4061,0,0,0,0,4520,3681,2660,2,0,0,2
ILCH,P,2512,2194,3695,21,0,9,2,2451,3110,2803,18,0,8,0
ARFA,P,4535,2461,2080,27,0,13,4,3284,1477,1421,65,0,27,18
NVLV,P,2429,1661,2339,6,0,2,4,2844,4036,3309,0,0,0,0
NYLI,P,2347,358,1156,0,0,0,0,369,1230,4567,57,0,21,26
INTH,P,1024,279,931,58,0,48,0,868,1018,1741,153,0,81,42
MELE,P,58,133,1071,65,0,27,18,716,125,1153,128,3,69,36
CASJ,P,973,256,4047,4,0,4,0,4765,1662,118,152,0,122,20
ARFA,P,3784,1927,3937,68,0,12,36,1912,456,2410,72,0,30,12
ILCH,P,3197,4292,3110,28,0,0,18,3940,4302,2781,5,0,5,0
NYLI,P,2875,2487,514,49,0,27,12,564,1554,884,26,6,0,0
WACH,P,3513,2122,3315,0,0,0,0,2990,4104,1696,6,0,0,6
INTH,P,3266,4211,337,0,0,0,0,1756,3844,3492,58,0,42,6
CASJ,P,2643,118,1700,36,0,24,12,3933,115,2135,8,0,0,8
ARFA,P,3284,2080,1764,42,0,36,6,3160,16,4477,58,0,10,18
NYLI,P,4006,496,1751,11,0,1,0,271,533,1468,24,20,4,0
NVLV,P,2429,3510,1165,0,0,0,0,585,1631,3716,0,0,0,0
WACH,P,3663,4371,2522,38,0,32,6,3131,3831,4125,0,0,0,0
INTH,P,1288,3559,4058,0,0,0,0,1501,3266,2171,99,0,53,36
CASJ,P,8,4543,3482,0,0,0,0,233,1662,2761,95,0,69,26
ILCH,P,648,2338,1781,25,0,3,12,2704,4645,3067,49,0,15,24
ARFA,P,1927,3160,2080,34,0,10,4,1939,2410,1421,33,0,27,6
MELE,P,2200,4564,1071,39,0,5,24,4041,3525,3597,37,0,15,12
NVLV,P,2429,1280,1165,0,0,0,0,2844,3011,585,777,0,11,766
NYLI,P,871,4458,4856,25,0,7,8,514,2161,2872,72,40,12,0
CASJ,P,295,100,766,6,0,6,0,4186,1662,4159,53,0,39,14
WACH,P,2374,1695,4520,0,0,0,0,2990,3663,3801,15,0,9,6
MELE,P,319,1073,2648,54,0,36,18,4546,125,1922,110,0,56,34
ILCH,P,101,2432,111,1,0,1,0,3177,4096,2905,0,0,0,0
ARFA,P,2080,3612,3284,62,0,24,18,1723,4090,2333,10,0,0,0
CASJ,P,852,675,2854,18,0,18,0,3256,3022,254,2,0,0,2
NYLI,P,352,28,3137,36,0,16,0,369,3624,353,69,0,19,0
INTH,P,1706,868,3492,117,0,89,18,931,1288,3266,109,3,68,28
CASJ,P,852,118,3501,30,0,24,6,692,115,581,29,3,14,2
WACH,P,3131,3145,2148,3,3,0,0,3681,3243,4104,18,0,8,0
NYLI,P,569,4006,3460,22,3,9,0,1808,4567,601,27,0,9,8
INTH,P,234,1501,4781,85,0,45,30,1094,2909,3947,85,6,53,16
CODE,P,4293,1348,3403,0,0,0,0,4550,2259,2169,61,0,39,12
MELE,P,2386,4793,348,27,0,15,12,4555,2200,1922,36,0,24,12
CASJ,P,1700,1662,4765,56,0,50,6,1351,1388,2813,24,0,12,2
NYLI,P,884,2487,810,41,0,1,0,496,1546,1803,14,0,0,4
WACH,P,3145,3131,2660,48,0,26,12,3681,4125,2148,0,0,0,0
CASJ,P,2489,2144,4171,21,0,15,6,1662,1662,3482,2,0,0,2
INTH,P,3266,1756,292,104,0,56,28,868,3844,1208,162,0,108,34
MELE,P,58,3525,1058,69,0,41,18,716,69,3566,61,0,33,18
INTH,P,3492,1288,2202,140,0,78,42,4211,1094,447,16,0,12,4
NYLI,P,3624,1156,2638,32,0,2,0,545,2875,1796,59,0,35,24
CASJ,P,3598,2643,840,0,0,0,0,973,604,2761,4,0,0,4
WACH,P,2926,3131,4104,44,0,0,44,2147,3831,2907,0,0,0,0
CODE,P,2972,1245,3884,13,0,13,0,2259,2083,1410,8,0,0,8
